升麻,300g,芍药,300g,甘草,300g,葛根,450g
熟干地,15g,巴戟天,15g,山茱萸,15g,石斛,15g,肉苁蓉,15g,附子,15g,五味子,15g,官桂,15g,白茯苓,15g,麦门冬,15g,菖蒲,15g,远志,15g
鹿角,5000g,龟版,2500g,人参,450g,枸杞子,900g
黄芪,30g,麻黄,30g,牡蛎,30g
人参,30g,款冬花,30g,桑白皮,30g,桔梗,30g,五味子,30g,阿胶,30g,乌梅,30g,贝母,15g,罂粟壳,240g
黄芩,30g,白芍,30g,龟板,30g,黄柏,9g,椿树根皮,22.5g,香附,7.5g
桑螵蛸,30g,远志,30g,菖蒲,30g,龙骨,30g,人参,30g,茯神,30g,当归,30g,龟甲酥,30g
肉豆蔻,60g,补骨脂,120g,五味子,60g,吴茱萸,30g
白术,30g,黄芪,18g,龙骨,24g,牡蛎,24g,萸肉,12g,生杭芍,12g,海螵蛸,12g,茜草,9g,棕边炭,6g,五倍子,1.5g
沙苑蒺藜,60g,芡实,60g,莲须,60g,龙骨酥,30g,牡蛎,30g
人参,18g,当归,18g,白术焙,18g,肉豆蔻,15g,肉桂,24g,甘草,24g,白芍药,48g,木香见火,42g,诃子,36g,罂粟壳,108g
山药,30g,芡实,30g,黄柏,6g,车前子,3g,白果,12g
朱砂,15g,黄连,18g,甘草,16.5g,生地黄,4.5g,当归,7.5g
黄金,3100.0g,寒水石,1500.0g,石膏,1500.0g,磁石,1500.0g,滑石,1500.0g,玄参,500g,羚羊角屑,150g,水牛角,150g,升麻,500g,沉香,150g,丁香,30g,青木香,150g,甘草,240g
白术,30g,光明砂,30g,麝香,30g,诃梨勒皮,30g,香附子中白,30g,沉香重者,30g,青木香,30g,丁子香,30g,安息香,30g,白檀香,30g,荜茇上者,30g,犀角,30g,薰陆香,15g,苏合香,15g,龙脑香,15g
生乌犀,30g,生玳瑁,30g,琥珀,30g,朱砂,30g,雄黄,30g,牛黄,0.3g,龙脑,0.3g,麝香,0.3g,安息香,45g,金银箔,50片
牛黄,30g,郁金,30g,水牛角,50g,黄连,30g,朱砂,30g,梅片,7.5g,麝香,7.5g,真珠,15g,山栀,30g,雄黄,30g,黄芩,30g
人参,15g,茯苓,15g,玄参,15g,丹参,15g,桔梗,15g,远志,15g,当归,30g,五味,30g,麦门冬,30g,天门冬,30g,柏子仁,30g,酸枣仁,30g,生地黄,120g
酸枣仁,15g,甘草,3g,知母,6g,茯苓,6g,芎䓖,6g
白果,9g,麻黄,9g,苏子,6g,甘草,3g,款冬花,9g,杏仁,9g,桑白皮蜜,9g,黄芩,6g,半夏,9g
当归,6g,枸杞子,9g,小茴香,6g,肉桂,3g,乌药,6g,沉香,3g,茯苓,6g
厚朴,30g,陈皮,30g,甘草,15g,茯苓,15g,草豆蔻仁,15g,木香,15g,干姜,2g
天台乌药,15g,木香,15g,小茴香,15g,高良姜,15g,槟榔,9g,川楝子,12g,巴豆,12g
半夏,20g,生姜,10g
香附,10g,川芎,10g,苍术,10g,栀子,10g,神曲,10g
半夏,12g,厚朴,9g,茯苓,12g,生姜,15g,苏叶,6g
金铃子,30g,玄胡,30g
枳实,12g,厚朴,12g,薤白,9g,桂枝,6g,瓜蒌,12g
紫苏子,75g,半夏,75g,当归,45g,甘草,60g,前胡,30g,厚朴,30g,姜汁,30g,肉桂,45g
旋覆花,9g,人参,6g,生姜,15g,代赭石,6g,甘草,9g,半夏,9g,大枣,12枚,擘,4枚
橘皮,15g,竹茹,15g,大枣,5枚,生姜,9g,甘草,6g,人参,3g
黄芪生,120g,当归尾,6g,赤芍,5g,地龙,3g,川芎,3g,红花,3g,桃仁,3g
五灵脂,6g,蒲黄香,6g
鳖甲,90g,乌扇,22.5g,黄芩,22.5g,鼠妇,22.5g,干姜,22.5g,大黄,22.5g,桂枝,22.5g,石韦,22.5g,厚朴,22.5g,紫葳,22.5g,阿胶,22.5g,柴胡,45g,蜣螂,45g,芍药,37g,牡丹,37g,蜂窠,30g,赤硝,90g,桃仁,15g,瞿麦,15g,人参,7.5g,半夏,7.5g,葶苈,7.5g
桃仁,12g,大黄,12g,桂枝,6g,甘草,6g,芒硝,6g
桃仁,12g,红花,9g,当归,9g,生地黄,9g,川芎,4.5g,赤芍,6g,牛膝,9g,桔梗,4.5g,柴胡,3g,枳壳,6g,甘草,6g
桂枝,9g,茯苓,9g,丹皮,9g,桃仁,9g,芍药,9g
吴茱萸,9g,当归,6g,芍药,6g,川芎,6g,人参,6g,桂枝,6g,阿胶,6g,牡丹皮,6g,生姜,6g,甘草,6g,半夏,6g,麦冬,9g
柴胡,15g,瓜蒌根,9g,当归,9g,红花,6g,甘草,6g,穿山甲,6g,大黄,30g,桃仁,15g
全当归,24g,川芎,9g,桃仁,6g,干姜,2g,甘草,2g
大蓟,9g,小蓟,9g,荷叶,9g,侧柏叶,9g,茅根,9g,茜根,9g,山栀,9g,大黄,9g,牡丹皮,9g,棕榈皮,9g
青黛水飞,6g,瓜蒌仁,9g,海粉,9g,山栀子,9g,诃子,6g
生地黄,9g,小蓟,9g,滑石,9g,木通,9g,蒲黄,9g,藕节,9g,淡竹叶,9g,当归,9g,山栀子,9g,甘草,9g
槐花,12g,柏叶,12g,荆芥,6g,枳壳,6g
甘草,9g,干地黄,9g,白术,9g,附子,9g,阿胶,9g,黄芩,9g,灶心黄土,30g
天麻,9g,钩藤,12g,生决明,18g,山栀,9g,黄芩,9g,川牛膝,12g,杜仲,9g,益母草,9g,桑寄生,9g,夜交藤,9g,朱茯神,9g
白附子,None,白僵蚕,None,全蝎,None
南星,None,防风,None,白芷,None,天麻,None,羌活,None,白附子,None
当归,6g,生地,6g,防风,6g,蝉蜕,6g,知母,6g,苦参,6g,胡麻,6g,荆芥,6g,苍术,6g,牛蒡子,6g,石膏,6g,甘草,6g,木通,3g
薄荷叶,120g,川芎,240g,荆芥,120g,香附子,240g,细辛,30g,防风,45g,白芷,60g,羌活,60g,甘草,60g
怀牛膝,30g,生赭石,30g,龙骨,15g,牡蛎,15g,生龟板,15g,杭芍,15g,玄参,15g,天冬,15g,川楝子,6g,生麦芽,6g,茵陈,6g,甘草,4.5g
川乌,180g,草乌,180g,地龙,180g,天南星,180g,乳香,66g,没药,66g
秦艽,90g,甘草,60g,川芎,60g,当归,60g,白芍药,60g,细辛,15g,川羌活,30g,防风,30g,黄芩,30g,石膏,60g,吴白芷,30g,白术,30g,生地黄,30g,熟地黄,30g,白茯苓,30g,川独活,60g
苍术,120g,捣为粗末,120g,黄色,120g,厚朴,90g,陈橘皮,60g,甘草黄,30g
茵陈,18g,栀子,12g,大黄,6g
大腹皮,30g,白芷,30g,紫苏,30g,茯苓,30g,半夏曲,60g,白术,60g,陈皮,60g,厚朴,60g,姜汁,60g,苦桔梗,60g,藿香,90g,甘草,75g
飞滑石,450g,淡黄芩,300g,绵茵陈,330g,石菖蒲,180g,川贝母,150g,木通,150g,藿香,120g,连翘,120g,白蔻仁,120g,薄荷,120g,射干,120g
杏仁,15g,飞滑石,18g,白通草,6g,白蔻仁,6g,竹叶,6g,厚朴,6g,生薏苡仁,18g,半夏,15g
车前子,500g,瞿麦,500g,萹蓄,500g,滑石,500g,山栀子仁,500g,甘草,500g,木通,500g,大黄面,500g
厚朴,6g,川连,3g,姜汁,3g,石菖蒲,3g,半夏,3g,香豉,9g,焦栀,9g,芦,60g
羌活,15g,防风,9g,升麻,3g,葛根,6g,白术,3g,苍术,9g,当归身,9g,人参,6g,甘草,15g,苦参,6g,黄芩,3g,知母,9g,茵陈,15g,猪苓,9g,泽泻,9g
猪苓,9g,泽泻,15g,白术,9g,茯苓,9g,桂枝,6g
黄柏,15g,苍术,15g
猪苓,10g,茯苓,10g,泽泻,10g,阿胶,10g,滑石,10g
防己,12g,黄芪,15g,甘草,6g,白术,9g
生姜,9g,桑白,9g,陈橘皮,9g,大腹,9g,茯苓,9g
茯苓,12g,桂枝,6g,白术,6g,甘草,6g
茯苓,9g,芍药,9g,白术,6g,生姜,9g,附子,9g
厚朴,30g,姜制,30g,白术,30g,木瓜,30g,草果仁,30g,大腹子,30g,附子,30g,白茯苓,30g,干姜,30g,甘草,15g
益智,9g,川萆薢,9g,石菖蒲,9g,乌药,9g
羌活,6g,独活,6g,藁本,3g,防风,3g,甘草,3g,蔓荆子,2g,川芎,1.5g
独活,9g,桑寄生,6g,杜仲,6g,牛膝,6g,细辛,6g,秦艽,6g,茯苓,6g,肉桂心,6g,防风,6g,川芎,6g,人参,6g,甘草,6g,当归,6g,芍药,6g,干地黄,6g
大生地,6g,麦冬,9g,生甘草,3g,玄参,9g,贝母,5g,丹皮,5g,薄荷,3g,白芍,5g
沙参,9g,麦冬,15g,冰糖,3g,细生地,15g,玉竹,4.5g
玄参,30g,麦冬,24g,细生地,24g
桑叶,9g,石膏,8g,甘草,3g,人参,2g,胡麻仁,3g,真阿胶,3g,麦门冬,4g,杏仁,2g,枇杷叶,3g
桑叶,3g,杏仁,4.5g,沙参,6g,象贝,3g,香豉,3g,栀皮,3g,梨皮,3g
苏叶,9g,半夏,9g,茯苓,9g,前胡,9g,苦桔梗,6g,枳壳,6g,甘草,3g,生姜,3片,大枣,3枚,杏仁,9g,橘皮,6g
熟地,9g,生地,9g,当归身,9g,白芍,6g,甘草,3g,桔梗,6g,玄参,3g,贝母,6g,麦冬,9g
麦门冬,42g,半夏,6g,人参,9g,甘草,6g,粳米,3g,大枣,2枚
半夏,15g,橘红,15g,白茯苓,9g,甘草,4.5g
半夏,60g,竹茹,60g,枳实,60g,陈皮,90g,甘草,30g,茯苓,45g
陈皮,30g,杏仁,30g,枳实,30g,黄芩,30g,瓜蒌仁,30g,茯苓,30g,胆南星,45g,半夏,45g
紫苏子,9g,白芥子,9g,莱菔子,9g
黄连,6g,半夏,12g,瓜蒌实大者,20g
大黄,240g,黄芩,240g,礞石,30g,沉香,15g
半夏,4.5g,天麻,3g,茯苓,3g,橘红,3g,白术,9g,甘草,1.5g
茯苓,12g,甘草,9g,干姜,9g,细辛,5g,五味子,5g
贝母,4.5g,瓜蒌,3g,花粉,2.5g,茯苓,2.5g,橘红,2.5g,桔梗,2.5g
茯苓,30g,枳壳,15g,半夏,60g,风化朴硝,0.3g
明天麻,30g,川贝母,30g,半夏姜汁,30g,茯苓,30g,茯神,30g,胆南星,15g,全蝎,15g,甘草,15g,灯草,15g,陈皮,60g,远志,60g,丹参,60g,麦冬,60g,辰砂,9g
大黄,30g,枳实,15g,神曲,15g,茯苓,9g,黄芩,9g,白术,9g,泽泻,6g
山楂,180g,神曲,60g,半夏,90g,茯苓,90g,陈皮,30g,连翘,30g,莱菔子,30g
木香,1.5g,人参,6g,猪苓,6g,白茯苓,6g,橘皮,6g,白术,6g,干生姜,6g,神曲黄,6g,泽泻,6g,青皮,1g,缩砂仁,15g,白豆蔻仁,15g,葛花,15g
干生姜,6g,甘草,6g,麦芽曲,6g,白茯苓,6g,白术,6g,半夏曲,9g,人参,9g,厚朴,12g,枳实,15g,黄连,15g
白术,75g,木香,22g,黄连,22g,甘草,22g,白茯苓,60g,人参,45g,神曲,30g,陈皮,30g,砂仁,30g,麦芽,30g,山楂,30g,山药,30g,肉豆蔻,30g
乌梅,480g,细辛,180g,干姜,300g,黄连,480g,当归,120g,附子,180g,蜀椒,120g,桂枝,180g,人参,180g,黄柏,180g
瓜蒂黄,3g,赤小豆,3g
半夏,12g,黄芩,9g,干姜,9g,人参,9g,黄连,3g,大枣擘,4枚,甘草,9g
白术,75g,木香,22g,黄连,22g,甘草,22g,白茯苓,30g,人参,45g,神曲,30g,陈皮,30g,砂仁,30g,麦芽,30g,山楂,30g,山药,30g,肉豆蔻,30g
干地黄,240g,薯蓣,120g,山茱萸,120g,泽泻,90g,茯苓,90g,牡丹皮,90g,桂枝,30g,附子,30g
桑叶,7.5g,菊花,3g,杏仁,6g,桔梗,6g,甘草生,2.5g,薄荷,2.5g,连翘,5g,苇根,6g
地骨皮,15g,桑白皮,15g,甘草,3g
瓜蒌实,24g,薤白,12g
茯苓,12g,桂枝,9g,白术,6g,甘草,6g
山楂,180g,半夏,90g,茯苓,90g,神曲,60g,陈皮,30g,连翘,30g,莱菔子,30g
川芎,60g,荆芥,60g,白芷,60g,羌活,60g,甘草,60g,细辛,30g,防风,240g,薄荷,240g
百合,9g,熟地黄,9g,生地黄,9g,当归,9g,白芍,6g,甘草,3g,桔梗,2g,玄参,2g,贝母,4.5g,麦冬,4.5g
石膏,50g,知母,18g,甘草,6g,粳米,9g
葛根,15g,甘草,6g,黄芩,9g,黄连,9g
半夏,12g,厚朴,9g,茯苓,12g,生姜,15g,苏叶,6g
羌活,9g,防风,9g,苍术,9g,细辛,3g,川芎,6g,白芷,6g,生地黄,6g,黄芩,6g,甘草,6g
人参,9g,干姜,9g,甘草,9g,白术,9g
柴胡,15g,黄芩,9g,芍药,9g,半夏,9g,生姜,15g,大枣,12枚,擘,5枚,枳实,9g,大黄,6g
川大,600g,朴硝,600g,甘草,600g,山栀,500g,子仁,500g,薄荷,500g,连翘,1250g
大黄,12g,厚朴,24g,枳实,12g,芒硝,6g
茯苓,12g,甘草,9g,干姜,9g,细辛,6g,五味子,6g
黄芪,18g,甘草,9g,人参,9g,当归,3g,橘皮,6g,升麻,6g,柴胡,6g,白术,9g
生地黄,30g,木通,30g,甘草,30g
苏合香,30g,龙脑,30g,麝香,60g,安息香,60g,青木香,60g,香附,60g,白檀香,60g,丁香,60g,沉香,60g,荜茇,60g,熏陆香,30g,白术,60g,诃黎勒,60g,乌犀屑,60g
甘草,9g,干地黄,9g,白术,9g,附子,9g,阿胶,9g,黄芩,9g,灶心土,30g
生白芍,18g,阿胶,9g,生龟甲,12g,干地黄,18g,麻仁,6g,五味子,6g,生牡蛎,12g,麦冬连心,18g,甘草,12g,鸡子黄,2个,鳖甲,12g
桂枝,9g,芍药,9g,甘草,6g,生姜,9g,大枣,12枚,擘,3g
当归,12g,桂枝,6g,芍药,9g,细辛,3g,甘草,6g,通草,6g,大枣,25枚,擘,9枚
半夏,15g,白茯苓,9g,甘草,4.5g
独活,9g,桑寄,6g,生杜仲,6g,牛膝,6g,细辛,6g,秦艽,6g,茯苓,6g,肉桂心,6g,防风,6g,川芎,6g,人参,6g,甘草,6g,当归,6g,芍药,6g,干地黄,6g
黄连,9g黄芩,黄连9g,黄芩,黄柏,6g,栀子,9g
生乌犀屑,30g,朱砂,30g,雄黄,30g,生玳瑁,30g,麝香,3g,龙脑,3g,金箔,50片,牛黄研,50片,安息香,45g
黄芩,15g,黄连,15g,陈皮,3g,连翘,3g,板蓝根,3g,马勃,3g,牛蒡子,3g,薄荷,3g,僵蚕,2g,升麻,2g
沙苑,30g,蒺藜,30g,龙骨酥,30g,牡蛎,30g
生地黄,120g,人参,15g,丹参,15g,玄参,15g,白茯苓,15g,桔梗,15g,五味子,30g,当归身,30g,天门冬,30g,麦门冬,30g
杏仁,15g,飞滑石,18g,白通草,6g,白蔻仁,6g,竹叶,6g,厚朴,6g,生薏苡仁,18g,半夏,10g
大腹皮,30g,白芷,30g,紫苏,30g,茯苓,30g,半夏,60g,白术,60g,陈皮,60g,厚朴,60g,姜汁,60g,苦桔梗,60g,藿香,90g,甘草,75g
石膏,30g,熟地黄,30g,麦冬,6g,知母,5g,牛膝,5g
石膏,1500.0g,寒水石,1500.0g,滑石,1500.0g,磁石,1500.0g,犀角屑,150g,犀角屑,水牛角代,羚羊角屑,150g,沉香,150g,玄参,500g,升麻,500g,甘草,240g,丁香,30g,芒硝,5000.0g,麝香,90g,朱砂,90g,黄金,3100.0g
桃仁,12g,红花,9g,当归,9g,生地黄,9g,川芎,5g,赤芍,6g,牛膝,9g,桔梗,5g,柴胡,3g,枳壳,6g,甘草,3g
旋覆花,9g,人参,6g,生姜,15g,代赭石,9g,甘草,6g,半夏,9g,大枣,12枚,擘,4枚
附子,12g,干姜,9g,甘草,6g
甘草,6g,枳实,6g,干柴胡,6g,芍药,6g
麻黄,9g,桂枝,6g,杏仁,6g,甘草,3g
苍术,120g,厚朴,90g,陈橘皮,60g,甘草黄,30g
子仁,20g,芍药,9g,枳实,9g,厚朴,9g,杏仁,10g
半夏,4.5g,天麻,3g,茯苓,3g,橘红,3g,白术,9g,甘草,1.5g
大黄,12g,牡丹皮,3g,桃仁,12g,冬瓜子,30g,芒硝,9g
犀角,30g,生地黄,15g,玄参,9g,竹叶心,3g,麦冬,9g,丹参,6g,黄连,5g,银花,9g,连翘,6g
龙胆草,6g,黄芩,9g,栀子,9g,泽泻,12g,木通,6g,车前子,9g,当归,3g,柴胡,6g,生地黄,9g,生甘草,6g
芍药,30g,当归,15g,黄连,15g,槟榔,6g,木香,6g,甘草,6g,大黄,9g,黄芩,15g,官桂,5g
大蓟,9g,小蓟,9g,荷叶,9g,侧柏,9g,叶茅根,9g,茜根,9g,山栀,9g,大黄,9g,牡丹皮,9g,棕榈皮,9g
防风,30g,黄芪,60g,白术,60g
桑叶,3g,杏仁,4.5g,沙参,6g,象贝,3g,香豉,3g,栀皮,3g,梨皮,3g
陈皮醋,6g,柴胡,6g,川芎,5g,香附,5g,枳壳,5g,芍药,5g,甘草,3g
人参,30g,白术,30g,白茯苓,30g,当归,30g,川芎,30g,白芍药,30g,熟地黄,30g,甘草,30g
人参,6g,白术,6g,茯苓,6g,甘草,6g
青蒿,6g,鳖甲,15g,细生地,12g,知母,6g,丹皮,9g
全当归,24g,川芎,9g,桃仁,6g,干姜,2g,甘草,2g
防己,12g,黄芪,15g,甘草,6g,白术,9g
大黄,9g,芒硝,9g,枳实,9g,厚朴,6g,甘草,3g,人参,6g,当归,9g
麻黄,9g,杏仁,9g,甘草,6g,石膏,18g
生葳蕤,9g,生葱,4.5g,东白薇,3g,淡豆豉,9g,薄荷,4.5g,甘草,5g,红枣,2枚
西洋参,6g,石斛,15g,麦冬,9g,黄连,3g,竹叶,6g,荷梗,15g,知母,6g,甘草,3g,粳米,15g,西瓜翠衣,30g
麻黄,6g,芍药,9g,细辛,3g,干姜,6g,甘草,6g,桂枝,9g,五味子,6g,半夏,9g
白术,3g,当归,3g,白茯苓,3g,黄芪,3g,龙眼肉,3g,远志,3g,酸枣仁,3g,木香,5g,甘草,1g,人参,3g
白术,30g,生黄芪,18g,龙骨,24g,牡蛎,24g,山萸肉,24g,生杭芍,12g,海螵蛸,12g,茜草,9g,棕边炭,6g,五倍子,1.5g
生地黄,6g,当归,6g,牡丹皮,9g,黄连,6g,夏月,12g,升麻,9g
黄芪生,120g,当归尾,6g,赤芍,4.5g,地龙,3g,川芎,3g,桃仁,3g,红花,3g
苇茎,60g,薏苡仁,30g,瓜瓣,24g,桃仁,9g
白头翁,15g,黄柏,12g,黄连,6g,秦皮,12g
莲子肉,750g,薏苡仁,500g,缩砂仁,500g,桔梗,500g,白扁豆,750g,白茯苓,1000g,人参,1000g,甘草,1000g,白术,1000g,山药,1000g
麦门冬,70g,半夏,10g,人参,9g,甘草,6g,粳米,3g,大枣,4枚
牛黄,30g,郁金,30g,犀角,30g,黄连,30g,黄芩,30g,山栀,30g,朱砂,30g,雄黄,30g,梅片,7.5g,麝香,7.5g,珍珠,15g,金箔,None
黄连,6g,半夏,12g,瓜蒌,20g
犀角,30g,生地黄,24g,芍药,12g,牡丹皮,9g
生地黄,30g,小蓟,15g,滑石,15g,蒲黄,9g,藕节,9g,淡竹叶,9g,当归,9g,山栀子,9g,木通,6g,甘草,6g
猪苓,9g,泽泻,15g,白术,9g,茯苓,9g,桂枝,6g
柴胡,24g,黄芩,9g,人参,9g,半夏,9g,甘草,9g,生姜,6g,大枣,12枚,擘,4枚
芫花,None,甘遂,None,大戟,None
